id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
2555,Female,49,1,28,0,1-2 Year,Yes,25638,124,152,0
2556,Female,23,1,36,0,< 1 Year,Yes,37005,152,210,0
2557,Male,41,1,28,0,1-2 Year,Yes,33952,29,20,0
2558,Male,27,1,11,0,< 1 Year,Yes,31869,152,213,0
2559,Male,23,1,41,1,< 1 Year,No,29190,152,116,0
2560,Male,35,1,31,0,1-2 Year,No,2630,26,179,0
2561,Female,29,1,41,1,< 1 Year,No,37367,152,278,0
2562,Male,37,1,8,0,1-2 Year,Yes,37234,124,223,1
2563,Female,24,1,11,1,< 1 Year,No,48353,152,299,0
2564,Male,33,1,41,0,1-2 Year,Yes,22792,124,213,0
2565,Female,36,1,31,0,1-2 Year,Yes,2630,152,251,0
2566,Male,55,1,8,0,1-2 Year,Yes,43113,124,29,1
2567,Male,48,1,47,0,1-2 Year,Yes,38699,124,214,0
2568,Female,38,1,13,0,1-2 Year,Yes,2630,124,220,1
2569,Female,29,1,28,0,1-2 Year,Yes,36896,26,199,1
2570,Female,44,1,9,0,1-2 Year,Yes,43447,26,26,0
2571,Male,60,1,28,0,1-2 Year,Yes,45817,26,296,0
2572,Male,21,1,45,0,< 1 Year,No,29529,160,232,0
2573,Female,25,1,28,1,< 1 Year,No,38789,153,186,0
2574,Female,27,1,17,1,< 1 Year,No,36513,152,298,0
2575,Male,23,1,17,1,< 1 Year,No,2630,152,225,0
2576,Female,55,1,15,1,1-2 Year,No,50889,26,247,0
2577,Female,24,1,27,1,< 1 Year,No,29651,152,150,0
2578,Male,41,1,28,1,1-2 Year,No,33711,124,202,0
2579,Male,66,1,28,0,> 2 Years,Yes,30847,26,273,0
2580,Female,24,1,47,1,< 1 Year,No,30912,152,253,0
2581,Female,23,1,36,1,< 1 Year,No,35674,152,264,0
2582,Female,23,1,11,1,< 1 Year,No,15643,152,176,0
2583,Female,28,1,47,0,< 1 Year,Yes,20138,152,202,0
2584,Female,35,1,46,0,1-2 Year,Yes,2630,152,145,0
2585,Male,22,1,15,0,< 1 Year,Yes,37358,152,184,0
2586,Male,33,1,45,1,< 1 Year,No,33980,152,149,0
2587,Female,25,1,18,1,< 1 Year,No,37968,152,252,0
2588,Female,24,1,14,0,< 1 Year,Yes,24362,152,93,0
2589,Male,37,1,31,0,1-2 Year,Yes,2630,124,27,0
2590,Male,33,1,28,0,< 1 Year,Yes,37991,152,45,1
2591,Female,39,1,11,0,1-2 Year,Yes,2630,26,260,0
2592,Male,43,1,28,0,1-2 Year,No,46696,124,179,0
2593,Female,23,1,17,1,< 1 Year,No,39428,152,25,0
2594,Female,21,1,46,1,< 1 Year,No,28198,160,277,0
2595,Female,25,1,28,1,< 1 Year,No,33876,152,232,0
2596,Female,32,1,45,1,< 1 Year,No,38037,152,133,0
2597,Female,38,1,1,1,1-2 Year,No,2630,152,178,0
2598,Female,22,1,42,1,< 1 Year,No,31208,152,221,0
2599,Male,50,1,33,0,1-2 Year,Yes,33347,124,75,0
2600,Male,38,1,8,0,1-2 Year,Yes,37071,124,235,0
2601,Female,66,1,28,0,> 2 Years,Yes,33611,122,292,0
2602,Male,42,1,28,0,1-2 Year,Yes,31449,26,148,1
2603,Female,21,1,46,0,< 1 Year,Yes,31092,152,17,0
2604,Male,60,1,41,0,1-2 Year,Yes,43180,12,149,0
2605,Female,31,1,4,1,< 1 Year,No,36605,152,60,0
2606,Male,30,1,28,0,1-2 Year,Yes,60591,124,140,0
2607,Female,42,1,28,0,1-2 Year,Yes,53272,26,80,1
2608,Male,33,1,28,0,1-2 Year,Yes,44627,124,225,0
2609,Male,28,1,41,1,< 1 Year,Yes,35209,152,286,0
2610,Male,56,1,28,1,1-2 Year,Yes,50938,25,181,0
2611,Male,46,1,45,0,1-2 Year,No,2630,124,165,0
2612,Male,63,1,15,0,1-2 Year,Yes,27932,14,112,0
2613,Male,47,1,46,0,> 2 Years,Yes,2630,157,222,0
2614,Male,66,1,46,0,1-2 Year,Yes,30087,26,118,0
2615,Female,35,1,11,0,1-2 Year,Yes,28482,122,114,1
2616,Female,25,1,3,0,< 1 Year,Yes,34793,152,187,0
2617,Female,21,1,15,0,< 1 Year,Yes,23219,152,109,0
2618,Male,25,1,28,1,< 1 Year,No,26987,152,298,0
2619,Male,21,1,22,1,< 1 Year,No,36141,160,208,0
2620,Male,58,1,35,0,1-2 Year,No,2630,26,22,0
2621,Male,26,1,36,0,< 1 Year,Yes,20312,26,140,1
2622,Male,25,1,6,1,< 1 Year,No,18750,152,250,0
2623,Male,22,1,30,1,< 1 Year,No,40855,152,20,0
2624,Female,23,1,15,1,< 1 Year,No,40207,152,172,0
2625,Female,25,1,50,1,< 1 Year,No,42177,152,247,0
2626,Male,43,1,15,1,1-2 Year,No,2630,26,91,0
2627,Male,79,1,34,1,1-2 Year,No,40668,16,18,0
2628,Male,27,1,21,1,< 1 Year,No,35109,152,96,0
2629,Female,20,1,8,1,< 1 Year,No,60417,160,278,0
2630,Female,23,1,28,1,< 1 Year,No,31684,152,257,0
2631,Male,27,1,10,0,< 1 Year,No,18731,152,63,0
2632,Male,33,1,47,1,< 1 Year,Yes,31345,152,59,0
2633,Female,21,1,30,1,< 1 Year,No,25713,152,88,0
2634,Female,23,1,28,0,< 1 Year,Yes,66836,152,60,0
2635,Male,24,1,50,0,< 1 Year,Yes,35363,160,123,0
2636,Male,38,1,41,0,1-2 Year,Yes,2630,156,251,1
2637,Male,52,1,28,0,> 2 Years,Yes,40754,124,143,0
2638,Female,46,1,28,0,1-2 Year,Yes,41840,26,77,1
2639,Male,21,1,46,0,< 1 Year,Yes,30773,160,14,0
2640,Female,22,1,8,0,< 1 Year,Yes,47186,152,170,0
2641,Male,52,1,41,1,1-2 Year,No,19318,124,91,0
2642,Male,45,1,48,0,1-2 Year,Yes,2630,124,65,0
2643,Female,35,1,8,0,1-2 Year,Yes,27002,124,77,1
2644,Male,22,1,28,0,< 1 Year,No,46242,152,29,0
2645,Male,50,1,29,0,1-2 Year,Yes,44351,26,193,0
2646,Female,46,1,36,1,1-2 Year,No,35489,124,114,0
2647,Female,24,1,46,0,< 1 Year,Yes,26246,151,276,0
2648,Male,28,1,18,1,< 1 Year,No,29826,152,90,0
2649,Male,67,1,28,0,1-2 Year,Yes,50286,26,110,0
2650,Male,50,1,30,1,1-2 Year,No,2630,124,36,0
2651,Male,40,1,28,0,1-2 Year,Yes,31692,124,244,0
2652,Female,33,1,15,0,1-2 Year,Yes,2630,154,190,0
2653,Male,24,1,6,0,< 1 Year,Yes,30986,152,166,0
2654,Male,43,1,48,1,1-2 Year,No,2630,124,276,0
2655,Male,41,1,28,0,> 2 Years,Yes,45340,26,16,1
2656,Female,24,1,15,1,< 1 Year,No,2630,151,131,0
2657,Male,48,1,28,0,1-2 Year,Yes,24604,124,221,1
2658,Male,48,1,28,0,1-2 Year,Yes,58140,26,243,0
2659,Male,23,1,21,1,< 1 Year,No,20347,152,203,0
2660,Female,22,1,33,1,< 1 Year,No,51412,152,25,0
2661,Male,25,1,41,1,< 1 Year,No,31701,152,27,0
2662,Male,65,1,8,1,1-2 Year,No,43596,26,250,0
2663,Female,63,1,28,1,1-2 Year,No,72904,124,44,0
2664,Male,64,1,28,0,1-2 Year,Yes,27309,13,265,0
2665,Male,53,1,28,0,1-2 Year,Yes,53638,26,154,0
2666,Female,66,1,34,0,1-2 Year,Yes,39448,26,76,0
2667,Female,41,1,15,1,1-2 Year,No,49318,124,259,0
2668,Male,27,1,35,1,< 1 Year,No,37913,152,206,0
2669,Female,46,1,48,1,1-2 Year,No,2630,122,120,0
2670,Male,45,1,18,0,1-2 Year,Yes,35728,52,145,0
2671,Male,50,1,26,0,1-2 Year,Yes,33982,26,132,0
2672,Male,27,1,41,1,< 1 Year,No,37333,152,165,0
2673,Female,24,1,28,0,< 1 Year,Yes,2630,152,263,0
2674,Female,23,1,17,1,< 1 Year,No,42874,26,137,0
2675,Male,72,1,28,0,1-2 Year,Yes,32894,26,146,0
2676,Female,22,1,46,1,< 1 Year,No,25583,152,248,0
2677,Female,23,1,41,0,< 1 Year,Yes,19737,152,253,1
2678,Male,70,1,12,0,> 2 Years,Yes,50415,26,237,0
2679,Male,27,1,8,1,< 1 Year,No,34063,152,24,0
2680,Female,48,1,28,0,1-2 Year,Yes,2630,156,11,0
2681,Female,72,1,4,1,1-2 Year,No,27884,124,227,0
2682,Male,38,1,10,1,1-2 Year,No,2630,151,281,0
2683,Male,22,1,10,0,< 1 Year,Yes,28157,152,261,0
2684,Male,22,1,27,1,< 1 Year,No,2630,160,208,0
2685,Female,21,1,46,1,< 1 Year,No,36429,160,14,0
2686,Female,30,1,50,0,< 1 Year,Yes,31244,152,79,0
2687,Female,47,1,28,1,1-2 Year,No,32054,26,181,0
2688,Male,34,1,28,0,1-2 Year,Yes,34111,26,212,1
2689,Female,24,1,11,1,< 1 Year,No,33253,152,270,0
2690,Male,45,1,11,0,1-2 Year,Yes,40974,26,108,1
2691,Female,30,1,10,1,< 1 Year,No,29862,152,122,0
2692,Female,42,1,46,0,1-2 Year,Yes,35151,124,242,1
2693,Male,51,1,29,1,1-2 Year,Yes,2630,26,187,0
2694,Male,47,1,28,0,1-2 Year,Yes,28906,122,145,0
2695,Female,37,1,28,1,< 1 Year,No,2630,1,81,0
2696,Female,51,1,30,1,1-2 Year,No,2630,152,59,0
2697,Female,38,1,12,0,1-2 Year,Yes,2630,156,64,0
2698,Male,27,1,34,0,< 1 Year,Yes,29467,152,47,0
2699,Male,67,0,1,1,1-2 Year,No,2630,26,35,0
2700,Male,31,1,12,0,< 1 Year,Yes,2630,156,95,0
2701,Female,30,1,41,0,< 1 Year,Yes,18266,124,189,1
2702,Male,21,1,8,0,< 1 Year,Yes,32604,152,161,0
2703,Male,25,1,11,1,< 1 Year,No,25343,152,60,0
2704,Female,23,1,11,1,< 1 Year,No,37519,152,263,0
2705,Female,21,1,46,0,< 1 Year,Yes,40756,152,155,0
2706,Male,43,1,50,0,1-2 Year,Yes,33961,8,150,0
2707,Male,71,1,35,0,1-2 Year,Yes,27080,124,230,1
2708,Male,55,1,20,0,1-2 Year,Yes,2630,124,85,0
2709,Female,37,1,10,1,1-2 Year,No,2630,152,203,0
2710,Male,38,1,29,1,1-2 Year,No,28004,152,100,0
2711,Male,48,1,28,1,1-2 Year,No,46007,26,62,0
2712,Male,48,1,28,0,> 2 Years,Yes,43874,26,121,1
2713,Female,27,1,11,1,< 1 Year,No,27203,152,62,0
2714,Female,23,1,32,1,< 1 Year,No,36634,152,56,0
2715,Male,25,1,29,1,< 1 Year,No,37933,152,175,0
2716,Female,21,1,33,1,< 1 Year,No,27820,152,258,0
2717,Female,58,1,28,1,1-2 Year,No,2630,26,223,0
2718,Male,57,1,28,0,1-2 Year,Yes,46602,26,77,0
2719,Male,25,1,50,0,< 1 Year,Yes,23887,152,206,0
2720,Female,64,1,28,1,1-2 Year,No,54670,152,270,0
2721,Male,37,1,47,0,1-2 Year,Yes,34348,157,202,0
2722,Male,35,1,21,1,1-2 Year,Yes,27118,26,37,0
2723,Male,56,1,3,1,1-2 Year,Yes,28107,26,165,0
2724,Male,26,1,15,1,< 1 Year,No,25182,152,262,0
2725,Female,25,1,12,1,< 1 Year,No,26004,152,24,0
2726,Female,47,1,28,0,1-2 Year,Yes,36914,122,145,1
2727,Male,20,1,25,1,< 1 Year,No,23672,160,46,0
2728,Male,52,1,48,1,1-2 Year,No,2630,15,278,0
2729,Female,43,1,33,0,1-2 Year,Yes,2630,26,269,1
2730,Male,24,1,29,1,< 1 Year,No,33350,152,25,0
2731,Male,50,1,28,0,1-2 Year,Yes,2630,154,196,1
2732,Male,26,1,28,1,< 1 Year,No,40350,152,165,0
2733,Male,36,1,30,0,1-2 Year,Yes,31685,26,266,0
2734,Female,22,1,8,1,< 1 Year,No,47111,152,241,0
2735,Female,35,1,40,0,1-2 Year,No,24543,124,250,0
2736,Male,48,1,28,0,> 2 Years,Yes,52215,26,134,0
2737,Female,74,1,28,1,1-2 Year,No,30978,124,201,0
2738,Female,49,1,28,0,1-2 Year,Yes,40870,26,14,0
2739,Male,67,1,28,0,> 2 Years,Yes,65606,26,204,1
2740,Male,40,1,11,0,1-2 Year,Yes,48042,154,149,0
2741,Male,36,1,28,0,1-2 Year,Yes,44556,124,44,0
2742,Female,21,1,41,1,< 1 Year,No,28190,152,248,0
2743,Male,35,1,36,0,1-2 Year,Yes,30501,154,85,1
2744,Male,55,1,8,0,1-2 Year,Yes,40139,4,55,0
2745,Male,34,1,30,1,1-2 Year,No,2630,160,216,0
2746,Male,42,1,35,0,1-2 Year,Yes,28466,124,160,0
2747,Male,22,1,46,1,< 1 Year,No,41941,152,83,0
2748,Female,23,1,15,0,< 1 Year,Yes,26909,152,109,0
2749,Female,55,1,8,1,1-2 Year,No,31842,124,161,0
2750,Male,78,1,7,1,1-2 Year,No,52759,15,116,0
2751,Female,23,1,17,1,< 1 Year,No,38329,152,17,0
2752,Female,49,1,6,0,1-2 Year,Yes,26833,26,108,0
2753,Male,22,1,15,1,< 1 Year,No,34613,152,291,0
2754,Male,61,1,8,0,1-2 Year,Yes,52414,156,19,1
2755,Female,44,1,46,0,1-2 Year,Yes,35122,124,245,1
2756,Male,45,1,8,0,1-2 Year,Yes,43913,124,209,1
2757,Female,67,1,8,1,1-2 Year,No,47666,124,274,0
2758,Male,48,1,28,1,1-2 Year,No,34393,124,236,0
2759,Male,22,1,30,0,1-2 Year,Yes,32380,154,115,0
2760,Male,44,1,28,1,1-2 Year,Yes,52895,26,242,0
2761,Female,25,1,21,1,< 1 Year,No,25571,152,228,0
2762,Female,23,1,13,1,< 1 Year,No,24182,152,292,0
2763,Female,32,1,15,0,< 1 Year,Yes,31607,152,160,0
2764,Male,37,1,8,0,1-2 Year,Yes,27404,26,151,0
2765,Female,21,1,46,1,< 1 Year,No,34016,160,239,0
2766,Male,24,1,10,1,< 1 Year,No,23324,152,251,0
2767,Female,34,1,6,1,1-2 Year,No,21281,152,167,0
2768,Male,37,1,28,1,1-2 Year,No,32476,124,286,0
2769,Male,40,1,9,1,1-2 Year,No,32049,152,45,0
2770,Male,21,1,26,1,< 1 Year,No,30903,160,213,0
2771,Male,22,1,8,1,< 1 Year,No,37521,152,110,0
2772,Male,23,1,46,1,< 1 Year,No,32299,160,166,0
2773,Male,48,1,10,0,1-2 Year,Yes,34461,26,247,0
2774,Male,21,1,28,0,< 1 Year,Yes,45748,152,112,0
2775,Female,60,1,28,0,1-2 Year,Yes,33490,26,150,0
2776,Female,34,1,28,1,1-2 Year,No,52533,122,170,0
2777,Male,23,1,49,0,< 1 Year,No,2630,152,148,0
2778,Female,26,1,15,0,< 1 Year,No,45073,152,149,0
2779,Male,43,1,28,1,1-2 Year,No,2630,26,137,0
2780,Female,72,1,28,0,1-2 Year,Yes,46354,25,56,0
2781,Male,55,1,14,0,1-2 Year,Yes,26648,124,188,0
2782,Male,24,1,14,1,< 1 Year,No,41125,152,289,0
2783,Male,57,1,36,1,1-2 Year,No,34507,26,251,0
2784,Female,22,1,8,1,< 1 Year,No,19417,160,93,0
2785,Male,44,1,28,1,1-2 Year,No,42291,26,293,0
2786,Female,22,1,17,0,< 1 Year,Yes,44139,152,294,0
2787,Male,23,1,27,0,< 1 Year,Yes,41138,152,109,0
2788,Male,42,1,9,0,1-2 Year,Yes,34083,124,187,0
2789,Female,51,1,28,0,1-2 Year,Yes,45298,26,203,0
2790,Female,27,1,25,1,< 1 Year,No,24912,152,120,0
2791,Male,30,1,46,0,< 1 Year,Yes,28632,152,242,0
2792,Male,33,1,18,0,1-2 Year,Yes,23110,124,261,1
2793,Male,25,1,35,0,< 1 Year,Yes,2630,156,144,0
2794,Male,57,1,7,0,1-2 Year,Yes,37993,26,102,0
2795,Female,34,1,29,0,1-2 Year,Yes,2630,124,10,0
2796,Male,61,1,41,1,1-2 Year,No,36745,136,25,0
2797,Male,41,1,1,1,1-2 Year,No,2630,124,57,0
2798,Male,59,1,36,0,> 2 Years,Yes,39125,26,98,0
2799,Female,56,1,13,0,1-2 Year,Yes,2630,122,217,1
2800,Male,31,1,37,0,< 1 Year,Yes,36427,152,188,0
2801,Female,42,1,19,0,1-2 Year,Yes,33630,124,125,0
2802,Male,64,1,30,1,1-2 Year,No,32694,152,190,0
2803,Female,38,1,28,0,> 2 Years,Yes,30261,122,35,0
2804,Female,39,1,28,0,1-2 Year,Yes,2630,156,36,0
2805,Female,42,1,35,1,1-2 Year,No,20103,26,259,0
2806,Male,50,1,28,1,1-2 Year,No,44795,61,116,0
2807,Female,23,1,14,1,< 1 Year,No,26341,152,125,0
2808,Female,28,1,12,0,1-2 Year,Yes,22722,124,52,1
2809,Male,78,1,19,1,1-2 Year,No,22665,124,50,0
2810,Male,44,1,28,0,1-2 Year,Yes,57083,26,268,0
2811,Male,42,1,20,0,1-2 Year,Yes,2630,124,29,1
2812,Female,75,1,50,0,1-2 Year,Yes,47238,116,285,0
2813,Female,27,1,6,1,< 1 Year,No,26492,152,125,0
2814,Female,29,1,28,0,< 1 Year,No,32757,152,184,0
2815,Male,42,1,46,0,1-2 Year,Yes,31454,124,231,0
2816,Female,24,1,41,1,< 1 Year,No,21789,152,177,0
2817,Male,41,1,28,0,1-2 Year,Yes,34336,26,243,0
2818,Male,34,1,28,0,1-2 Year,Yes,32883,26,142,1
2819,Male,45,1,28,0,1-2 Year,Yes,23593,124,98,1
2820,Female,26,1,41,1,< 1 Year,No,30540,152,221,0
2821,Male,35,1,8,0,1-2 Year,Yes,50189,152,189,0
2822,Male,24,1,45,1,< 1 Year,No,27094,152,122,0
2823,Female,45,1,28,0,1-2 Year,Yes,2630,52,118,0
2824,Male,24,1,30,0,< 1 Year,Yes,2630,152,39,0
2825,Female,26,1,8,0,< 1 Year,Yes,30708,152,285,0
2826,Female,34,1,24,0,1-2 Year,Yes,23223,29,199,0
2827,Male,53,1,8,0,1-2 Year,No,30683,124,186,0
2828,Female,26,1,43,1,< 1 Year,Yes,2630,160,265,0
2829,Male,46,1,28,0,1-2 Year,Yes,59248,124,105,0
2830,Male,66,1,45,0,1-2 Year,Yes,33497,124,134,0
2831,Male,27,1,28,0,1-2 Year,Yes,25911,124,107,0
2832,Male,22,1,33,1,< 1 Year,No,31095,152,270,0
2833,Female,21,1,36,1,< 1 Year,No,28878,160,23,0
2834,Female,35,1,31,0,1-2 Year,Yes,2630,152,276,0
2835,Male,22,1,18,1,< 1 Year,No,29600,152,277,0
2836,Female,26,1,28,1,< 1 Year,No,29598,152,190,0
2837,Male,60,1,28,0,1-2 Year,No,47325,124,237,0
2838,Female,72,1,28,1,1-2 Year,No,41718,26,212,0
2839,Female,24,1,42,1,< 1 Year,No,31407,152,260,0
2840,Female,52,1,8,0,1-2 Year,No,34375,26,208,0
2841,Female,23,1,28,1,< 1 Year,No,38813,152,197,0
2842,Female,50,1,48,0,1-2 Year,Yes,2630,124,117,0
2843,Male,21,1,15,0,< 1 Year,Yes,43010,160,94,0
2844,Male,23,1,29,1,< 1 Year,No,36180,152,289,0
2845,Female,22,1,15,0,< 1 Year,No,28564,152,257,0
2846,Male,22,1,29,1,< 1 Year,No,2630,152,71,0
2847,Female,49,1,48,1,1-2 Year,No,2630,124,127,0
2848,Male,54,1,28,1,1-2 Year,No,41595,124,131,0
2849,Female,47,1,28,0,1-2 Year,Yes,48109,124,181,0
2850,Male,79,1,28,0,> 2 Years,Yes,40446,122,252,0
2851,Female,57,1,41,1,1-2 Year,No,59172,152,216,0
2852,Female,27,1,10,1,< 1 Year,No,19969,152,194,0
2853,Male,72,1,8,0,1-2 Year,Yes,25857,26,82,0
2854,Male,28,1,50,0,1-2 Year,Yes,30814,155,293,0
2855,Female,68,1,41,1,1-2 Year,No,42642,152,178,0
2856,Male,59,1,28,0,1-2 Year,Yes,41011,124,102,0
2857,Female,25,1,47,1,< 1 Year,No,37220,152,124,0
2858,Female,25,1,28,1,< 1 Year,No,30496,152,191,0
2859,Female,44,1,35,0,> 2 Years,Yes,39060,124,56,0
2860,Male,39,1,28,0,1-2 Year,Yes,33093,124,78,0
2861,Female,48,1,28,0,1-2 Year,Yes,40885,124,68,0
2862,Male,26,1,15,1,< 1 Year,No,37931,152,67,0
2863,Female,23,1,15,0,< 1 Year,No,29111,152,258,0
2864,Female,47,1,28,0,1-2 Year,Yes,29058,124,115,0
2865,Male,30,1,8,0,< 1 Year,Yes,72167,152,40,0
2866,Female,23,1,36,0,< 1 Year,Yes,2630,160,215,0
2867,Female,52,1,46,0,1-2 Year,Yes,2630,156,218,0
2868,Male,44,1,23,0,1-2 Year,Yes,24102,124,94,1
2869,Female,20,1,47,0,< 1 Year,Yes,35536,160,25,0
2870,Male,25,1,15,0,< 1 Year,Yes,2630,124,94,0
2871,Female,64,1,28,0,1-2 Year,Yes,52620,122,17,0
2872,Male,60,1,8,0,1-2 Year,Yes,31806,26,67,0
2873,Female,59,1,28,0,> 2 Years,Yes,51874,26,186,1
2874,Male,80,1,0,1,1-2 Year,Yes,2630,3,137,0
2875,Female,22,1,15,0,< 1 Year,Yes,29381,152,130,0
2876,Female,40,1,41,0,1-2 Year,Yes,36769,52,195,0
2877,Female,35,1,5,0,1-2 Year,Yes,2630,157,29,1
2878,Male,26,1,15,1,< 1 Year,No,40986,152,19,0
2879,Male,23,1,50,0,< 1 Year,Yes,26686,26,152,0
2880,Male,42,1,50,1,1-2 Year,No,27660,8,27,0
2881,Male,57,1,41,0,1-2 Year,Yes,38872,109,226,0
2882,Female,37,1,29,1,1-2 Year,No,37150,124,260,0
2883,Female,25,1,41,1,< 1 Year,No,33909,152,106,0
2884,Male,31,1,3,0,1-2 Year,Yes,2630,154,294,1
2885,Female,22,1,8,0,< 1 Year,Yes,68344,152,165,0
2886,Male,26,1,28,0,< 1 Year,No,39964,152,71,0
2887,Male,50,1,28,0,> 2 Years,Yes,47608,26,243,0
2888,Male,44,1,28,0,1-2 Year,No,2630,26,58,0
2889,Male,38,1,28,0,1-2 Year,Yes,28506,124,183,0
2890,Male,43,1,46,0,1-2 Year,Yes,18719,124,124,0
2891,Female,57,1,20,0,1-2 Year,Yes,2630,122,60,0
2892,Male,31,1,28,0,< 1 Year,Yes,53775,152,19,0
2893,Female,26,1,8,1,< 1 Year,No,30603,152,95,0
2894,Male,41,1,28,0,1-2 Year,Yes,21393,26,186,1
2895,Male,50,1,3,0,1-2 Year,Yes,34998,26,14,1
2896,Female,23,1,49,1,< 1 Year,No,2630,152,213,0
2897,Female,27,1,44,1,< 1 Year,No,20629,152,137,0
2898,Male,55,1,30,1,1-2 Year,No,46674,152,286,0
2899,Female,23,1,30,1,< 1 Year,No,26413,152,276,0
2900,Female,25,1,11,1,< 1 Year,No,32600,152,100,0
2901,Female,40,1,36,0,1-2 Year,Yes,25145,124,47,1
2902,Female,51,1,8,0,1-2 Year,No,55347,26,189,0
2903,Male,23,1,11,1,< 1 Year,No,38697,152,252,0
2904,Male,51,1,28,0,> 2 Years,Yes,51698,124,225,1
2905,Female,67,1,28,0,> 2 Years,Yes,51467,3,259,0
2906,Male,43,1,28,1,1-2 Year,No,35404,26,164,0
2907,Male,40,1,35,0,1-2 Year,Yes,32069,10,50,0
2908,Male,38,1,28,0,1-2 Year,Yes,24197,26,258,0
2909,Female,32,1,28,1,< 1 Year,No,30687,152,162,0
2910,Male,37,1,8,0,> 2 Years,Yes,33548,154,75,0
2911,Male,25,1,29,0,1-2 Year,Yes,2630,26,241,1
2912,Male,27,1,35,1,< 1 Year,No,59850,152,129,0
2913,Female,49,1,28,0,1-2 Year,No,45036,26,100,0
2914,Male,27,1,15,0,< 1 Year,No,26343,152,154,0
2915,Female,24,1,45,1,< 1 Year,No,42142,152,31,0
2916,Male,20,1,37,1,< 1 Year,Yes,22875,160,188,0
2917,Female,39,1,28,1,1-2 Year,No,24466,26,221,0
2918,Male,48,1,8,1,1-2 Year,No,29941,26,242,0
2919,Female,23,1,15,0,< 1 Year,No,33380,152,18,0
2920,Female,73,1,28,0,1-2 Year,Yes,27534,52,38,0
2921,Male,25,1,30,1,< 1 Year,No,44025,152,275,0
2922,Female,36,1,8,0,1-2 Year,Yes,37093,19,115,1
2923,Female,26,1,8,0,< 1 Year,Yes,2630,160,128,0
2924,Male,35,1,30,1,1-2 Year,No,45311,152,96,0
2925,Female,21,1,46,1,< 1 Year,No,30639,160,145,0
2926,Female,25,1,41,1,< 1 Year,No,37409,152,232,0
2927,Female,26,1,30,1,< 1 Year,No,2630,152,221,0
2928,Male,71,1,28,0,1-2 Year,Yes,36682,60,162,0
2929,Male,63,1,28,0,1-2 Year,Yes,41118,26,194,0
2930,Male,22,1,39,0,1-2 Year,Yes,55019,154,277,0
2931,Male,21,1,8,1,< 1 Year,No,50747,152,188,0
2932,Male,22,1,30,1,< 1 Year,No,21383,152,107,0
2933,Male,78,1,3,0,1-2 Year,No,45264,124,186,0
2934,Male,50,1,18,0,1-2 Year,Yes,36100,26,92,0
2935,Male,22,1,43,1,< 1 Year,No,2630,152,232,0
2936,Female,68,1,28,0,1-2 Year,Yes,20724,124,125,0
2937,Female,27,1,11,1,< 1 Year,No,72611,152,291,0
2938,Female,40,1,28,1,1-2 Year,No,50638,26,198,0
2939,Female,24,1,36,0,< 1 Year,No,34051,152,179,0
2940,Female,21,1,35,1,< 1 Year,No,28684,152,184,0
2941,Female,46,1,28,0,1-2 Year,Yes,37201,26,50,0
2942,Male,52,1,8,0,1-2 Year,Yes,2630,26,110,0
2943,Female,46,1,28,0,1-2 Year,Yes,55511,124,45,0
2944,Male,67,0,8,0,1-2 Year,Yes,45024,7,124,0
2945,Female,27,1,29,1,< 1 Year,No,35872,152,63,0
2946,Male,25,1,15,1,< 1 Year,No,29895,152,101,0
2947,Female,46,1,28,0,1-2 Year,No,28400,124,30,0
2948,Male,32,1,29,0,1-2 Year,Yes,2630,157,289,0
2949,Female,23,1,28,1,< 1 Year,No,35982,152,111,0
2950,Female,64,1,1,1,1-2 Year,No,2630,154,281,0
2951,Male,33,1,29,0,1-2 Year,Yes,30187,163,200,0
2952,Male,27,1,29,0,1-2 Year,Yes,25445,124,174,1
2953,Female,24,1,30,1,< 1 Year,No,30771,152,82,0
2954,Male,24,1,35,1,< 1 Year,No,26664,152,29,0
2955,Male,63,1,50,0,1-2 Year,Yes,34987,8,215,0
2956,Female,64,1,44,0,1-2 Year,No,37503,124,53,0
2957,Male,36,1,28,0,1-2 Year,Yes,61020,122,15,1
2958,Male,72,0,28,0,1-2 Year,Yes,72033,26,253,0
2959,Male,24,1,6,1,< 1 Year,No,25746,152,223,0
2960,Male,62,1,8,0,1-2 Year,Yes,2630,124,237,1
2961,Female,28,1,46,1,< 1 Year,No,25991,152,210,0
2962,Female,26,1,49,1,< 1 Year,No,23597,152,136,0
2963,Female,53,1,26,0,1-2 Year,Yes,31992,30,149,0
2964,Female,48,1,1,0,1-2 Year,Yes,2630,124,244,0
2965,Female,49,1,28,0,1-2 Year,Yes,34634,26,268,0
2966,Female,32,1,30,1,< 1 Year,No,31829,152,104,0
2967,Male,25,1,49,1,< 1 Year,No,32762,152,98,0
2968,Male,26,1,18,1,< 1 Year,No,32736,152,165,0
2969,Female,29,1,14,1,< 1 Year,Yes,25012,152,175,0
2970,Female,23,1,8,1,< 1 Year,No,43391,152,297,0
2971,Male,41,1,28,0,1-2 Year,Yes,63423,124,140,1
2972,Male,29,1,39,1,< 1 Year,No,27230,124,216,0
2973,Male,48,1,8,1,1-2 Year,Yes,37195,124,13,0
2974,Male,62,1,11,0,1-2 Year,Yes,31572,26,123,0
2975,Female,47,1,8,0,1-2 Year,Yes,32550,26,142,0
